Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Unnamed: 6,Student Name
4,41,Yes,9,7,26,,Navneet Dhillon
8,98,No,7,9,94,,Arjun Singh
6,56,No,4,9,46,,Ishaan Tripathi
2,49,No,6,4,26,,Aaron Fernandes
9,57,Yes,5,4,54,,Rehan Siddiqui
2,61,Yes,6,7,42,,Ananya Joshi
5,58,No,9,0,42,,Ayesha Fatima
4,97,Yes,5,5,80,,Rachel Pinto
7,92,No,8,1,85,,Lakshya Verma
8,40,No,4,0,26,,Jacob Mathew
5,63,No,8,6,52,,Faizan Ahmad
5,75,Yes,5,3,60,,Saanvi Patel
2,64,No,4,0,40,,Imran Qureshi
8,75,No,4,9,68,,Sarah Joseph
2,70,Yes,8,5,49,,Meher Jahan
6,70,No,4,9,59,,Aarav Sharma
8,41,No,5,5,32,,Ethan Paul
6,58,Yes,9,2,47,,Isha Saxena
4,92,No,9,5,77,,Harsimran Gill
4,51,No,5,9,36,,Hannah Daniel
6,49,No,8,8,38,,Ishaan Tripathi
4,70,Yes,6,5,50,,Manvir Sandhu
8,84,No,5,0,77,,Jacob Mathew
9,61,No,9,9,59,,Hina Parveen
1,62,No,5,5,37,,Khushi Rathi
4,91,Yes,4,7,72,,Ananya Joshi
4,62,Yes,4,6,41,,Lakshya Verma
2,54,Yes,5,7,34,,Aaron Fernandes
6,65,No,8,7,54,,Arjun Singh
3,42,Yes,6,8,21,,Eliza Francis
7,62,No,4,2,50,,Harsimran Gill
5,59,Yes,9,6,49,,Ethan Paul
4,84,Yes,4,5,71,,Riya Sharma
5,79,Yes,9,1,64,,Harleen Kaur
8,96,Yes,6,4,90,,Aarav Sharma
3,78,No,4,2,57,,Imran Qureshi
7,95,Yes,8,4,84,,Ayaan Khan
6,47,No,9,8,36,,Harnoor Brar
1,57,No,4,7,34,,Rachel Pinto
7,80,No,4,8,70,,Gurpreet Bedi
7,45,Yes,5,8,39,,Grace DCosta
1,66,Yes,8,7,42,,Nathan Gomes
9,75,No,8,7,69,,Faizan Ahmad
6,54,Yes,5,5,44,,Zayan Ali
2,76,No,9,5,54,,Ayesha Fatima
5,97,Yes,7,5,87,,Hannah Daniel
4,44,Yes,6,9,28,,Meher Jahan
7,78,No,8,5,70,,Jasleen Bajwa
8,48,Yes,7,8,44,,Vivaan Mehta
1,46,No,9,9,23,,Zoya Khan
5,80,No,6,0,61,,Simran Kaur
3,59,Yes,8,9,43,,Sana Qureshi
1,49,Yes,4,5,22,,Saanvi Patel
3,65,Yes,8,7,47,,Sarah Joseph
6,43,No,6,0,31,,Kirandeep Grewal
7,77,Yes,7,5,71,,Isha Saxena
8,63,Yes,4,8,59,,John DSouza
4,53,Yes,6,5,37,,Navneet Dhillon
3,80,Yes,9,1,58,,Krish Choudhary
5,40,No,6,0,24,,Rehan Siddiqui
9,56,Yes,8,3,52,,Grace DCosta
6,84,No,9,5,74,,Saanvi Patel
9,63,Yes,5,9,60,,Simran Kaur
6,66,Yes,5,9,59,,Lakshya Verma
2,46,Yes,4,8,20,,Rachel Pinto
5,48,No,6,4,33,,Aarav Sharma
9,82,No,7,6,80,,Harnoor Brar
8,74,Yes,4,5,67,,Faizan Ahmad
7,97,No,9,5,90,,Arjun Singh
1,51,No,4,8,29,,Ananya Joshi
4,60,Yes,8,4,44,,Jacob Mathew
7,42,Yes,9,1,37,,Eliza Francis
7,54,Yes,7,7,45,,Ayaan Khan
6,60,Yes,6,2,50,,Aaron Fernandes
8,49,Yes,9,8,44,,Khushi Rathi
6,72,Yes,6,4,59,,Sarah Joseph
3,85,No,6,0,60,,Hina Parveen
4,98,Yes,4,3,78,,Harsimran Gill
3,91,Yes,8,8,73,,Nathan Gomes
1,45,Yes,4,0,20,,Sana Qureshi
5,41,Yes,5,7,26,,Ethan Paul
1,68,No,5,7,42,,Krish Choudhary
1,94,No,6,8,71,,Riya Sharma
2,79,No,8,8,57,,John DSouza
4,72,Yes,9,5,55,,Ishaan Tripathi
6,43,Yes,6,4,29,,Kirandeep Grewal
8,98,No,9,6,96,,Gurpreet Bedi
3,43,No,6,8,23,,Rehan Siddiqui
1,68,Yes,4,4,42,,Isha Saxena
3,76,Yes,6,2,54,,Ayesha Fatima
3,99,Yes,6,8,83,,Manvir Sandhu
5,99,Yes,8,9,91,,Vivaan Mehta
4,59,Yes,8,0,42,,Hannah Daniel
4,80,No,9,0,65,,Imran Qureshi
9,62,Yes,8,9,60,,Meher Jahan
7,84,No,6,3,77,,Harleen Kaur
4,57,Yes,8,1,41,,Jasleen Bajwa
3,88,No,8,6,67,,Navneet Dhillon
6,64,No,7,1,53,,Zayan Ali
3,40,No,7,6,21,,Zoya Khan
6,93,Yes,5,7,82,,Faizan Ahmad
9,54,Yes,4,7,52,,Hannah Daniel
6,73,Yes,4,2,60,,Harnoor Brar
4,87,No,8,8,71,,Manvir Sandhu
5,59,No,5,9,45,,Imran Qureshi
6,93,Yes,5,9,82,,Kirandeep Grewal
3,76,No,9,9,57,,Grace DCosta
8,66,No,7,5,63,,Sana Qureshi
4,61,No,5,3,41,,Meher Jahan
8,90,No,6,7,84,,Zayan Ali
3,44,Yes,9,3,24,,Harleen Kaur
7,73,No,8,3,63,,Ayesha Fatima
9,78,Yes,6,7,79,,Aarav Sharma
4,42,No,4,3,20,,Simran Kaur
8,56,No,7,0,50,,Harsimran Gill
3,63,Yes,6,5,43,,Lakshya Verma
7,63,No,8,7,56,,Riya Sharma
3,42,Yes,6,2,21,,Khushi Rathi
7,84,Yes,6,1,76,,Isha Saxena
6,46,Yes,5,5,34,,Krish Choudhary
2,64,Yes,7,0,42,,Sarah Joseph
3,95,Yes,4,4,78,,Vivaan Mehta
6,42,Yes,8,5,28,,Jacob Mathew
4,54,Yes,9,7,39,,Rehan Siddiqui
6,68,No,9,6,56,,Ananya Joshi
1,89,Yes,8,5,63,,Arjun Singh
1,68,No,4,1,38,,Saanvi Patel
3,49,No,8,7,29,,Gurpreet Bedi
8,71,No,5,7,67,,Rachel Pinto
8,62,Yes,9,4,57,,Ethan Paul
4,78,Yes,9,2,63,,Hina Parveen
6,48,No,6,7,38,,Ayaan Khan
8,76,Yes,5,4,68,,Navneet Dhillon
7,91,No,9,2,82,,John DSouza
7,79,No,5,8,70,,Zoya Khan
4,53,No,5,8,32,,Jasleen Bajwa
9,43,Yes,4,6,43,,Eliza Francis
6,59,No,9,7,49,,Nathan Gomes
3,67,Yes,7,4,49,,Ishaan Tripathi
5,53,No,4,4,36,,Aaron Fernandes
5,83,Yes,4,4,69,,Aarav Sharma
5,73,No,5,1,57,,Riya Sharma
8,52,Yes,7,2,47,,Kirandeep Grewal
9,70,No,4,7,69,,Vivaan Mehta
9,72,Yes,7,5,65,,Krish Choudhary
6,91,Yes,9,8,84,,Saanvi Patel
6,78,Yes,5,6,66,,Jacob Mathew
9,67,No,4,5,60,,Meher Jahan
4,64,No,7,3,44,,Ananya Joshi
6,71,No,8,6,61,,Lakshya Verma
4,48,Yes,4,3,30,,Jasleen Bajwa
1,67,Yes,4,6,39,,Ethan Paul
7,97,No,4,4,85,,Imran Qureshi
6,70,No,7,1,58,,Hina Parveen
9,56,Yes,6,6,53,,John DSouza
7,92,No,9,7,86,,Zayan Ali
7,62,Yes,4,9,55,,Isha Saxena
2,52,Yes,8,1,32,,Sana Qureshi
9,94,Yes,8,5,94,,Rehan Siddiqui
9,49,No,5,3,41,,Gurpreet Bedi
6,55,Yes,6,4,43,,Zoya Khan
3,45,No,6,0,25,,Navneet Dhillon
1,87,Yes,7,5,64,,Ishaan Tripathi
4,50,No,5,7,37,,Sarah Joseph
3,97,No,7,1,79,,Hannah Daniel
1,91,Yes,5,0,62,,Faizan Ahmad
3,42,Yes,9,8,21,,Simran Kaur
4,67,Yes,6,1,49,,Nathan Gomes
8,80,Yes,9,7,77,,Ayesha Fatima
9,54,No,7,4,50,,Harnoor Brar
3,99,No,5,1,79,,Rachel Pinto
6,52,No,6,4,35,,Manvir Sandhu
5,81,No,6,8,66,,Khushi Rathi
6,91,No,4,5,74,,Ayaan Khan
4,95,Yes,7,2,77,,Eliza Francis
6,84,Yes,4,7,72,,Aaron Fernandes
7,56,No,6,0,48,,Harleen Kaur
9,46,Yes,7,8,42,,Harsimran Gill
7,67,Yes,7,8,59,,Arjun Singh
6,77,Yes,9,3,66,,Grace DCosta
1,52,Yes,8,7,27,,Hina Parveen
2,99,Yes,5,2,75,,Nathan Gomes
1,56,Yes,8,5,31,,Harleen Kaur
9,54,No,8,9,51,,Harnoor Brar
9,75,Yes,6,9,74,,Harsimran Gill
7,67,Yes,9,7,63,,Zayan Ali
2,54,No,5,8,31,,Navneet Dhillon
6,85,No,8,7,79,,Ethan Paul
4,92,No,8,8,77,,Riya Sharma
1,50,Yes,7,3,26,,Sana Qureshi
1,95,No,6,9,69,,Grace DCosta
5,70,Yes,8,0,56,,Ayaan Khan
2,43,No,5,6,18,,Zoya Khan
4,74,Yes,4,9,55,,Simran Kaur
1,73,Yes,4,3,45,,Aarav Sharma
4,91,No,6,0,74,,Arjun Singh
6,66,Yes,4,2,56,,Hannah Daniel
4,49,Yes,7,6,34,,Rachel Pinto
1,69,Yes,7,2,44,,Ananya Joshi
7,84,Yes,5,0,73,,Meher Jahan
2,59,No,9,6,38,,Rehan Siddiqui
9,68,No,6,7,64,,Imran Qureshi
3,97,No,6,4,75,,Gurpreet Bedi
8,92,Yes,4,5,84,,Eliza Francis
8,68,No,8,2,62,,Lakshya Verma
3,62,No,8,4,41,,Manvir Sandhu
4,96,Yes,9,2,81,,Kirandeep Grewal
2,89,No,8,1,66,,Jacob Mathew
4,60,No,9,6,45,,Vivaan Mehta
9,87,No,5,9,84,,Isha Saxena
2,82,Yes,6,6,60,,John DSouza
3,49,No,4,7,26,,Sarah Joseph
4,80,No,5,0,64,,Saanvi Patel
5,51,No,7,1,32,,Ayesha Fatima
1,69,Yes,7,1,48,,Faizan Ahmad
7,90,Yes,7,2,83,,Ishaan Tripathi
7,72,No,9,6,62,,Jasleen Bajwa
9,57,No,9,6,55,,Khushi Rathi
4,53,No,6,6,36,,Aaron Fernandes
6,61,Yes,7,0,52,,Krish Choudhary
2,60,Yes,9,1,35,,Grace DCosta
4,40,No,9,7,21,,Ananya Joshi
2,88,No,8,8,67,,Imran Qureshi
5,82,Yes,9,9,71,,Hannah Daniel
7,91,Yes,7,6,87,,Hina Parveen
1,99,No,5,0,70,,Saanvi Patel
7,54,Yes,7,3,43,,Rehan Siddiqui
6,75,No,8,9,69,,Jasleen Bajwa
6,86,No,7,7,75,,Nathan Gomes
8,93,Yes,4,4,85,,Harleen Kaur
8,61,No,8,0,56,,Ayesha Fatima
6,71,No,6,6,55,,Simran Kaur
3,97,No,7,5,78,,Faizan Ahmad
5,85,No,9,8,71,,Meher Jahan
2,93,No,5,3,68,,Aaron Fernandes
5,72,No,7,3,60,,Sarah Joseph
9,97,No,5,7,95,,Jacob Mathew
1,80,Yes,4,3,51,,Gurpreet Bedi
5,98,Yes,6,2,84,,Ayaan Khan
6,78,No,9,6,68,,Manvir Sandhu
7,62,Yes,8,4,54,,Lakshya Verma
9,82,No,8,8,79,,Aarav Sharma
6,94,No,6,4,83,,Harsimran Gill
5,41,Yes,4,8,28,,Zoya Khan
7,41,No,4,5,31,,Eliza Francis
1,77,No,7,5,50,,Krish Choudhary
5,94,Yes,4,5,79,,Kirandeep Grewal
2,90,Yes,7,6,64,,Rachel Pinto
4,68,Yes,5,3,53,,Sana Qureshi
7,91,Yes,6,3,81,,Khushi Rathi
5,85,Yes,5,8,70,,Harnoor Brar
6,99,Yes,5,6,85,,Riya Sharma
2,42,No,5,9,20,,John DSouza
3,78,Yes,5,5,60,,Ishaan Tripathi
7,46,Yes,8,0,36,,Arjun Singh
2,75,No,4,6,49,,Zayan Ali
6,68,No,6,5,56,,Ethan Paul
5,94,Yes,6,3,79,,Navneet Dhillon
1,76,No,9,7,53,,Isha Saxena
4,88,No,5,6,70,,Vivaan Mehta
2,97,No,6,7,74,,Ayesha Fatima
4,75,No,7,8,60,,Harsimran Gill
1,62,No,6,0,32,,Grace DCosta
2,84,No,5,2,59,,Nathan Gomes
8,55,No,6,1,48,,Aarav Sharma
6,87,Yes,4,2,74,,Sana Qureshi
2,70,No,5,1,46,,Faizan Ahmad
6,73,Yes,8,5,63,,Rachel Pinto
9,89,No,4,8,87,,John DSouza
7,40,No,6,1,29,,Hina Parveen
9,57,Yes,8,3,51,,Jasleen Bajwa
5,97,No,9,4,81,,Eliza Francis
7,79,No,4,4,70,,Rehan Siddiqui
7,82,Yes,9,0,75,,Hannah Daniel
3,95,No,7,5,75,,Harnoor Brar
7,95,No,4,4,85,,Gurpreet Bedi
1,54,Yes,8,5,28,,Harleen Kaur
9,87,Yes,9,3,84,,Kirandeep Grewal
6,88,No,7,5,76,,Isha Saxena
5,56,Yes,9,8,43,,Imran Qureshi
7,83,No,6,0,73,,Manvir Sandhu
5,49,No,5,5,33,,Aaron Fernandes
5,59,Yes,9,0,45,,Ayaan Khan
7,45,Yes,6,6,38,,Lakshya Verma
7,47,Yes,5,3,39,,Riya Sharma
3,84,Yes,5,5,67,,Sarah Joseph
3,73,No,8,6,53,,Khushi Rathi
3,71,Yes,7,4,50,,Ethan Paul
6,90,Yes,7,8,80,,Vivaan Mehta
6,93,No,4,7,80,,Ananya Joshi
3,81,No,6,2,60,,Simran Kaur
3,43,No,8,0,23,,Ishaan Tripathi
8,83,No,9,9,80,,Zayan Ali
8,89,No,6,7,83,,Jacob Mathew
7,78,No,9,3,72,,Meher Jahan
4,59,No,9,6,46,,Navneet Dhillon
4,63,No,9,3,45,,Zoya Khan
3,63,No,4,6,42,,Arjun Singh
5,94,Yes,4,0,78,,Krish Choudhary
3,65,Yes,8,0,43,,Saanvi Patel
8,64,No,4,1,55,,Harnoor Brar
7,75,Yes,8,4,67,,Gurpreet Bedi
3,46,No,4,9,28,,Ananya Joshi
9,49,No,7,5,48,,Grace DCosta
5,97,No,8,1,81,,Rachel Pinto
9,86,No,7,0,84,,Nathan Gomes
7,51,Yes,7,8,41,,Lakshya Verma
7,40,Yes,8,6,31,,Imran Qureshi
6,91,No,6,7,83,,Ayaan Khan
2,89,Yes,5,5,70,,Harleen Kaur
9,64,Yes,4,8,57,,Jacob Mathew
6,55,No,9,7,45,,Khushi Rathi
8,44,No,4,3,37,,Faizan Ahmad
1,58,Yes,9,4,33,,Navneet Dhillon
5,43,Yes,6,1,28,,Aarav Sharma
1,45,No,5,0,16,,Zayan Ali
8,65,No,6,5,60,,Hina Parveen
8,88,Yes,5,2,81,,Zoya Khan
1,78,No,8,3,54,,Rehan Siddiqui
9,95,No,8,0,94,,Ishaan Tripathi
2,94,No,9,5,74,,Ethan Paul
9,78,Yes,7,7,76,,Saanvi Patel
1,48,Yes,7,9,19,,Jasleen Bajwa
9,84,No,9,3,83,,Manvir Sandhu
4,91,Yes,8,9,73,,Krish Choudhary
9,53,No,9,7,52,,Ayesha Fatima
7,87,Yes,7,9,81,,Arjun Singh
6,94,Yes,9,2,84,,Harsimran Gill
5,48,Yes,8,6,35,,Sarah Joseph
9,54,No,6,2,53,,Aaron Fernandes
2,76,No,4,5,55,,Eliza Francis
2,89,No,8,3,66,,Isha Saxena
9,92,Yes,9,5,87,,Hannah Daniel
3,59,No,8,6,43,,John DSouza
8,47,No,8,7,39,,Sana Qureshi
9,71,No,7,5,68,,Vivaan Mehta
8,86,No,9,3,81,,Riya Sharma
4,60,Yes,7,8,45,,Meher Jahan
1,96,No,9,6,75,,Kirandeep Grewal
4,80,No,7,8,64,,Simran Kaur
9,58,Yes,7,2,54,,Ethan Paul
2,68,No,6,4,45,,Lakshya Verma
3,97,Yes,8,0,75,,Arjun Singh
8,70,Yes,6,7,64,,Ayesha Fatima
6,93,Yes,7,0,81,,Isha Saxena
8,45,No,6,0,39,,Aaron Fernandes
7,43,Yes,8,6,38,,Riya Sharma
5,82,Yes,8,7,72,,Imran Qureshi
9,68,Yes,7,2,67,,Saanvi Patel
4,81,No,8,1,66,,Aarav Sharma
6,42,Yes,6,6,32,,Manvir Sandhu
2,40,Yes,5,9,17,,Jasleen Bajwa
2,83,Yes,8,4,59,,Eliza Francis
2,94,No,6,0,70,,Rachel Pinto
7,54,Yes,6,1,41,,Hina Parveen
2,86,Yes,6,2,62,,Sarah Joseph
2,60,No,8,5,38,,Krish Choudhary
9,85,No,5,0,81,,Zoya Khan
7,97,No,7,7,88,,Khushi Rathi
3,70,Yes,7,1,46,,Harsimran Gill
3,46,Yes,8,4,25,,Jacob Mathew
7,56,Yes,8,7,48,,Navneet Dhillon
5,95,Yes,4,4,81,,Faizan Ahmad
6,58,No,9,7,49,,Simran Kaur
8,78,Yes,5,5,72,,Kirandeep Grewal
9,99,No,6,6,96,,Hannah Daniel
1,42,Yes,9,7,17,,John DSouza
3,69,Yes,6,2,48,,Gurpreet Bedi
7,74,Yes,9,4,69,,Harnoor Brar
6,97,No,7,9,85,,Vivaan Mehta
7,96,No,9,6,85,,Ishaan Tripathi
8,68,No,8,8,64,,Ananya Joshi
6,89,No,5,5,79,,Harleen Kaur
3,91,Yes,7,9,74,,Ayaan Khan
2,93,Yes,9,0,69,,Meher Jahan
7,53,Yes,5,7,44,,Sana Qureshi
1,74,Yes,8,5,50,,Grace DCosta
3,67,Yes,6,0,48,,Zayan Ali
4,97,No,4,3,77,,Rehan Siddiqui
1,69,No,5,5,46,,Nathan Gomes
5,65,Yes,6,9,51,,Ayesha Fatima
3,46,Yes,5,0,23,,Sana Qureshi
2,78,Yes,5,9,56,,Harsimran Gill
3,70,Yes,5,4,47,,Faizan Ahmad
8,44,No,8,2,42,,Ishaan Tripathi
6,74,Yes,7,6,64,,Isha Saxena
7,89,Yes,5,7,80,,Khushi Rathi
6,86,Yes,8,2,73,,Hannah Daniel
6,91,Yes,4,9,80,,Riya Sharma
3,53,No,7,2,34,,Ananya Joshi
8,75,Yes,8,2,69,,Jasleen Bajwa
7,66,No,4,5,54,,John DSouza
7,63,No,7,5,56,,Gurpreet Bedi
6,79,Yes,8,2,66,,Arjun Singh
5,68,Yes,4,5,53,,Krish Choudhary
8,92,Yes,8,8,89,,Kirandeep Grewal
5,84,Yes,4,7,70,,Aaron Fernandes
9,61,Yes,5,6,59,,Ethan Paul
9,47,No,5,6,41,,Imran Qureshi
1,54,No,7,7,28,,Vivaan Mehta
6,88,No,4,6,75,,Ayaan Khan
7,44,No,5,2,34,,Sarah Joseph
3,91,No,7,7,68,,Aarav Sharma
7,43,Yes,6,7,32,,Hina Parveen
7,50,Yes,5,0,44,,Zayan Ali
2,57,No,5,9,35,,Saanvi Patel
7,81,Yes,9,4,74,,Jacob Mathew
1,88,Yes,8,4,64,,Rachel Pinto
5,69,No,6,0,57,,Nathan Gomes
9,54,No,4,5,46,,Harleen Kaur
7,45,No,7,5,36,,Zoya Khan
7,94,Yes,6,3,85,,Harnoor Brar
2,92,No,4,5,71,,Eliza Francis
8,55,No,5,5,49,,Simran Kaur
3,86,Yes,9,0,71,,Manvir Sandhu
8,79,Yes,7,4,76,,Grace DCosta
3,48,No,7,1,26,,Lakshya Verma
7,82,Yes,6,6,74,,Navneet Dhillon
2,98,No,8,8,78,,Meher Jahan
4,73,Yes,4,8,59,,Rehan Siddiqui
6,66,No,9,8,55,,Aarav Sharma
9,52,Yes,9,6,51,,Khushi Rathi
5,75,Yes,6,6,57,,Meher Jahan
9,66,Yes,8,0,63,,Zoya Khan
5,48,No,8,5,37,,Kirandeep Grewal
8,44,No,8,4,41,,Faizan Ahmad
1,90,No,7,7,67,,Sana Qureshi
7,61,Yes,4,7,56,,Imran Qureshi
4,70,Yes,4,3,51,,Ananya Joshi
5,42,Yes,6,0,26,,Arjun Singh
6,69,No,5,5,56,,Harnoor Brar
5,60,Yes,6,9,48,,Navneet Dhillon
1,74,No,4,0,52,,Eliza Francis
9,45,No,7,4,42,,Manvir Sandhu
2,67,No,6,4,41,,Ayesha Fatima
9,71,No,5,2,64,,Jacob Mathew
2,81,No,9,4,57,,Rehan Siddiqui
9,76,Yes,6,5,72,,Ishaan Tripathi
6,64,Yes,8,4,52,,Harleen Kaur
9,71,Yes,5,0,67,,Sarah Joseph
6,74,Yes,8,6,61,,Jasleen Bajwa
6,61,Yes,7,2,51,,John DSouza
2,63,Yes,4,6,42,,Simran Kaur
8,78,No,6,4,71,,Aaron Fernandes
3,93,Yes,6,2,74,,Ethan Paul
7,69,No,8,5,62,,Krish Choudhary
5,89,No,8,0,76,,Saanvi Patel
3,71,No,4,5,50,,Hannah Daniel
1,70,No,6,3,42,,Nathan Gomes
8,62,No,4,3,55,,Grace DCosta
3,79,Yes,8,4,60,,Vivaan Mehta
2,72,Yes,9,8,52,,Lakshya Verma
1,64,Yes,8,0,36,,Riya Sharma
4,75,No,5,2,53,,Hina Parveen
8,63,Yes,8,3,54,,Harsimran Gill
3,70,Yes,8,1,47,,Ayaan Khan
1,97,No,9,8,70,,Rachel Pinto
4,78,No,4,6,62,,Gurpreet Bedi
9,85,Yes,5,0,82,,Isha Saxena
1,52,No,5,8,26,,Zayan Ali
2,49,No,6,5,25,,Sana Qureshi
9,62,No,9,1,55,,Nathan Gomes
2,57,Yes,7,0,34,,Saanvi Patel
3,71,No,6,5,51,,Zayan Ali
7,72,No,6,6,63,,Imran Qureshi
3,75,No,6,9,54,,Vivaan Mehta
9,67,No,5,5,62,,Ayesha Fatima
6,55,No,4,6,43,,Zoya Khan
3,55,Yes,8,5,34,,Riya Sharma
9,57,Yes,5,7,56,,Krish Choudhary
1,47,No,8,1,24,,Lakshya Verma
3,81,No,8,8,65,,Jasleen Bajwa
1,55,Yes,7,8,31,,Simran Kaur
2,94,Yes,6,8,72,,Sarah Joseph
8,95,No,7,6,90,,Jacob Mathew
7,50,No,6,8,43,,Grace DCosta
2,45,Yes,5,0,23,,Hina Parveen
2,40,No,8,2,18,,Khushi Rathi
9,51,No,7,1,44,,Eliza Francis
6,96,Yes,9,0,84,,Kirandeep Grewal
5,77,Yes,5,4,62,,Isha Saxena
6,67,Yes,5,0,56,,Manvir Sandhu
9,84,Yes,9,2,87,,Faizan Ahmad
7,97,No,6,5,89,,Rachel Pinto
9,56,No,8,5,55,,Meher Jahan
4,40,No,6,2,18,,Navneet Dhillon
2,71,No,6,3,46,,Ethan Paul
8,47,Yes,5,6,42,,John DSouza
4,93,Yes,6,5,72,,Ananya Joshi
9,79,No,4,1,75,,Ayaan Khan
4,95,No,9,8,79,,Harsimran Gill
8,82,No,9,5,78,,Rehan Siddiqui
9,85,Yes,8,1,81,,Ishaan Tripathi
9,63,Yes,9,6,63,,Aarav Sharma
4,49,Yes,6,9,35,,Gurpreet Bedi
1,86,No,6,9,63,,Harnoor Brar
3,78,No,7,3,59,,Arjun Singh
9,78,No,8,0,76,,Harleen Kaur
4,49,Yes,8,9,33,,Aaron Fernandes
5,75,No,9,8,62,,Hannah Daniel
7,64,Yes,6,9,58,,Aarav Sharma
5,99,No,4,7,82,,Nathan Gomes
4,89,No,7,4,73,,Ishaan Tripathi
2,98,Yes,4,2,75,,Ayesha Fatima
2,96,Yes,6,3,71,,Zayan Ali
4,49,No,8,2,30,,Jacob Mathew
9,58,Yes,8,9,58,,Aaron Fernandes
8,85,Yes,4,7,80,,Ananya Joshi
3,84,Yes,5,4,65,,Riya Sharma
9,54,Yes,6,7,51,,Zoya Khan
5,55,Yes,8,0,44,,Meher Jahan
3,41,No,9,8,23,,Rachel Pinto
5,68,No,5,9,56,,Saanvi Patel
4,43,No,8,2,25,,Lakshya Verma
8,92,No,9,0,89,,Simran Kaur
5,89,Yes,8,2,75,,Isha Saxena
8,68,No,5,1,60,,Harsimran Gill
9,70,Yes,4,6,64,,Imran Qureshi
4,56,No,6,9,40,,Hannah Daniel
7,49,No,5,3,37,,Khushi Rathi
2,66,Yes,5,6,42,,Ayaan Khan
6,92,No,8,2,78,,Eliza Francis
8,80,No,9,5,72,,Hina Parveen
7,54,No,5,6,44,,Harnoor Brar
7,99,No,6,6,89,,Manvir Sandhu
8,83,No,4,4,77,,Jasleen Bajwa
7,70,No,9,5,62,,Gurpreet Bedi
5,60,No,4,2,46,,Navneet Dhillon
7,99,Yes,4,3,94,,Sana Qureshi
3,98,No,6,5,80,,Kirandeep Grewal
5,97,No,8,2,83,,Rehan Siddiqui
7,80,No,9,6,74,,Faizan Ahmad
9,85,No,9,2,85,,Vivaan Mehta
2,84,No,6,8,61,,Sarah Joseph
4,99,No,9,3,85,,Krish Choudhary
7,65,Yes,5,1,58,,John DSouza
1,77,No,7,5,52,,Grace DCosta
2,90,No,7,8,69,,Harleen Kaur
9,75,Yes,7,9,78,,Arjun Singh
7,91,Yes,4,9,82,,Ethan Paul
7,56,No,9,1,47,,Jasleen Bajwa
6,90,No,6,3,79,,Harleen Kaur
3,42,No,9,4,21,,Kirandeep Grewal
3,53,Yes,6,8,33,,Lakshya Verma
2,88,Yes,9,6,65,,Hannah Daniel
6,52,No,4,4,35,,Simran Kaur
4,80,No,5,5,63,,Faizan Ahmad
5,66,Yes,7,8,50,,Jacob Mathew
3,40,Yes,7,3,18,,Ayaan Khan
6,96,Yes,9,1,88,,Saanvi Patel
3,56,Yes,4,4,35,,Khushi Rathi
8,87,No,7,6,82,,Eliza Francis
9,89,Yes,9,3,87,,John DSouza
4,73,Yes,8,0,59,,Harsimran Gill
9,53,No,9,7,56,,Rachel Pinto
7,93,Yes,6,4,86,,Navneet Dhillon
3,94,No,7,9,70,,Ethan Paul
7,98,Yes,7,1,90,,Ananya Joshi
1,56,No,8,2,28,,Ayesha Fatima
3,42,Yes,5,9,21,,Aaron Fernandes
6,73,No,9,9,64,,Ishaan Tripathi
4,79,No,5,4,61,,Grace DCosta
7,64,Yes,9,3,54,,Riya Sharma
3,41,No,8,8,20,,Manvir Sandhu
1,73,No,5,8,49,,Nathan Gomes
9,65,Yes,4,7,65,,Harnoor Brar
6,70,No,8,1,61,,Vivaan Mehta
8,48,No,9,4,40,,Zoya Khan
3,69,Yes,6,7,49,,Sana Qureshi
8,59,Yes,6,7,52,,Aarav Sharma
2,60,No,6,6,38,,Hina Parveen
4,68,No,9,3,51,,Meher Jahan
3,98,No,7,2,76,,Gurpreet Bedi
1,64,No,8,7,42,,Zayan Ali
7,77,No,8,7,68,,Imran Qureshi
2,97,Yes,5,9,77,,Sarah Joseph
4,83,No,8,4,65,,Isha Saxena
9,64,Yes,8,2,63,,Rehan Siddiqui
6,48,Yes,5,4,35,,Krish Choudhary
8,78,Yes,8,3,71,,Arjun Singh
2,83,Yes,8,7,64,,Meher Jahan
7,65,No,4,1,53,,Jacob Mathew
6,96,No,9,7,87,,Eliza Francis
9,76,No,5,9,71,,Aarav Sharma
7,55,Yes,4,5,43,,Sarah Joseph
1,76,Yes,7,3,54,,Lakshya Verma
8,51,No,5,2,44,,Nathan Gomes
3,63,Yes,9,9,45,,Grace DCosta
2,65,No,8,4,42,,Ayaan Khan
3,59,Yes,8,5,38,,Gurpreet Bedi
6,48,Yes,4,0,36,,Aaron Fernandes
3,62,Yes,4,0,43,,Sana Qureshi
5,78,Yes,7,9,67,,Saanvi Patel
6,68,Yes,7,2,58,,Arjun Singh
8,70,Yes,9,1,64,,Ethan Paul
7,58,Yes,8,0,51,,Rachel Pinto
8,59,No,6,7,57,,Ayesha Fatima
3,62,No,7,0,40,,Harnoor Brar
4,82,Yes,8,9,68,,Ishaan Tripathi
6,66,Yes,7,7,58,,Khushi Rathi
7,69,No,5,4,63,,John DSouza
9,60,Yes,4,3,56,,Zayan Ali
1,83,No,8,7,60,,Harsimran Gill
8,74,No,7,7,68,,Hannah Daniel
8,88,No,4,7,82,,Zoya Khan
